GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,Baseline,LinReg_1901_2019_Intercept,LinReg_1901_2019_Slope,LinReg_1901_2019_R_Squared,RateChange_1901_2019
CAN,Canada,CAN.6_1,Northwest Territories,Territoires du Nord-Ouest,,Territoire,Territory,61,CA.NT,1287.348151137,-1580.8027909593231,1.4700302287907712,0.131582312686773,13.588678173157625
CAN,Canada,CAN.7_1,Nova Scotia,Acadia|Nouvelle-Écosse,,Province,Province,12,CA.NS,718.3984090289997,-215.96356101788945,0.4792630008880503,0.11290701699281103,7.938811721863899
CAN,Canada,CAN.8_1,Nunavut,,,Territoire,Territory,62,CA.NU,1039.3160359679998,-1803.1453390660733,1.456046031349523,0.1422187113863036,16.671490839570584
CAN,Canada,CAN.9_1,Ontario,Upper Canada,,Province,Province,35,CA.ON,720.3993898340003,-221.2646590565164,0.48237572379148275,0.16389913197834005,7.968178754900612
CAN,Canada,CAN.10_1,Prince Edward Island,Île de Saint-Jean|Île du Prince-Édouard,,Province,Province,11,CA.PE,427.50891554300006,-25.900865464036713,0.23315600169705178,0.04613614001215027,6.490055106034025
CAN,Canada,CAN.11_1,Québec,Lower Canada,,Province,Province,24,CA.QC,258.533382939,12.101378522603568,0.12638657364264352,0.058877159656487765,5.817431425102735
CAN,Canada,CAN.12_1,Saskatchewan,,,Province,Province,47,CA.SK,201.79390094999988,158.0493913597493,0.022481696063238844,0.004460150640377414,1.3257694206468158
CAN,Canada,CAN.13_1,Yukon,Yukon Territory|Territoire du Yukon|Yukon|Yuk¢n,,Territoire,Territory,60,CA.YT,383.71494802,36.90422247699752,0.17752477596140157,0.03612782671648018,5.505505701150242
DEU,Germany,DEU.1_1,Baden-Württemberg,,,Land,State,8,DE.BW,877.9003446899998,-508.84777183295887,0.708446909846176,0.04209748927411261,9.603046949647162
DEU,Germany,DEU.2_1,Bayern,Bavaria,,Freistaat,,9,DE.BY,924.3107686150003,-289.22704162360117,0.619272858266629,0.025230458770221453,7.972802290743852
DEU,Germany,DEU.3_1,Berlin,,,Land,State,11,DE.BE,558.7779242369998,0.28240555917943766,0.28747560165005,0.011790432329144451,6.122216915256358
DEU,Germany,DEU.4_1,Brandenburg,,,Land,State,12,DE.BR,558.647881269,153.61913134694493,0.20931221309215203,0.006900457193028564,4.458649928356629
DEU,Germany,DEU.5_1,Bremen,,,Freie Hansestadt,State,4,DE.HB,725.731510948,-589.0559049762143,0.6747854493661872,0.04481755703450663,11.064624763183238
DEU,Germany,DEU.6_1,Hamburg,,,Freie und Hansestadt,State,2,DE.HH,736.1695196489999,-677.8680479402364,0.7267921003510895,0.04716445349196574,11.748416313543736
DEU,Germany,DEU.7_1,Hessen,Hesse,,Land,State,6,DE.HE,747.4876029649998,-161.20918279153977,0.4631570164371173,0.018824841255295377,7.3734580663804925
DEU,Germany,DEU.8_1,Mecklenburg-Vorpommern,Mecklenburg-West Pomerania,,Land,State,13,DE.MV,595.3942041779998,179.9605340535535,0.21411317483976647,0.008118404326001971,4.279428255622529
DEU,Germany,DEU.9_1,Niedersachsen,Lower Saxony,,Land,State,3,DE.NI,728.7995666300001,-280.9242851148839,0.517609380372454,0.028233040877762128,8.451640078374673
DEU,Germany,DEU.10_1,Nordrhein-Westfalen,North Rhine-Westphalia,,Land,State,5,DE.NW,845.024531002,-56.16569373169045,0.45982246877581534,0.016674115843980708,6.475418378616575
DEU,Germany,DEU.11_1,Rheinland-Pfalz,Rhineland-Palatinate,,Land,State,7,DE.RP,757.4410214069999,53.254885274932576,0.3580298591390115,0.012555472884091645,5.624933431569307
DEU,Germany,DEU.12_1,Saarland,,,Land,State,10,DE.SL,867.3662185460001,75.16436886114559,0.40332361333143407,0.010034930746417037,5.533476974339329
DEU,Germany,DEU.14_1,Sachsen,Saxony,,Freistaat,State,14,DE.SN,707.1368871000002,1055.2542491122636,-0.1771599204294262,0.0028601057276536057,-2.9813224165917944
DEU,Germany,DEU.13_1,Sachsen-Anhalt,Saxony-Anhalt,,Land,State,15,DE.ST,550.9236854190001,172.4746401855009,0.19527914765702875,0.00550895995669809,4.218046743354808
DEU,Germany,DEU.15_1,Schleswig-Holstein,,,Land,State,1,DE.SH,756.171873321,-1030.847122399658,0.9167374555974932,0.08551226600636697,14.426846734854884
DEU,Germany,DEU.16_1,Thüringen,Thuringia,,Freistaat,State,16,DE.TH,667.743831497,113.02230212493942,0.284375235295542,0.009325229584390304,5.067909489227762
ESP,Spain,ESP.1_1,Andalucía,Andalousie|Andaluc¡a|Andalusien|Andaluzia,,Comunidad Autónoma,Autonomous Community,1,ES.AN,566.6086504840001,1170.595070347002,-0.30630783374804166,0.003958772195293392,-6.433123141498216
ESP,Spain,ESP.2_1,Aragón,Aragão|Aragó|Aragón|Aragona|Aragonien,,Comunidad Autónoma,Autonomous Community,15,ES.AR,621.2782656759998,2027.5112535142157,-0.7210653749266491,0.02634348350518223,-13.811328088695763
ESP,Spain,ESP.3_1,Cantabria,Cantàbria|Cantábria|Cantabrie|Kantabrien,,Comunidad Autónoma,Autonomous Community,6,ES.CB,542.9295494800001,494.3217935483975,0.02367912309998579,7.640120129170924e-05,0.5190020789248107
ESP,Spain,ESP.4_1,Castilla-La Mancha,Castela-La Mancha|Castela-Mancha|Castella-la Manxa|Castilha-La Mancha,,Comunidad Autónoma,Autonomous Community,8,ES.CM,1211.640861048,759.82372942605,0.22996711000000014,0.002641832014578238,2.2585971610704774
ESP,Spain,ESP.5_1,Castilla y León,Castile and Leon|Castela e Leão|Castella i Lleó|Castile-Leon|Castilha-Leão|Castilla y León|Castille et Léon|Kastilien-León,,Comunidad Autónoma,Autonomous Community,7,ES.CL,507.5512530200002,813.6802751647626,-0.15809297730237848,0.0028906238634065495,-3.7066334063885575
ESP,Spain,ESP.6_1,Cataluña,Catalogna|Catalogne|Catalonia|Catalunha|Catalunya|Katalonien,,Comunidad Autónoma,Autonomous Community,9,ES.CT,642.3688298199997,898.3061983801592,-0.1323488562113658,0.001843011162313668,-2.4517867552144073
ESP,Spain,ESP.7_1,Ceuta y Melilla,,,Ciudades Autónomas,Autonomous City,19,ES.ML,667.210525512,1385.0199521562172,-0.3703967669035751,0.0112721337500995,-6.606193034455164
ESP,Spain,ESP.8_1,Comunidad de Madrid,Madrid|Communauté de Madrid| Community of Madrid|Comunidad de Madrid |Comunidade de Madrid|Comunitat de Madrid,,Comunidad Autónoma,Autonomous Community,,ES.MD,564.058766222,1588.9757701734227,-0.5282882504571998,0.028072384172326492,-11.145346118007872
ESP,Spain,ESP.9_1,Comunidad Foral de Navarra,Communauté forale de Navarre|Comunidade Foral de Navarra|Comunitat Foral|Navarra,,Comunidad Autónoma,Autonomous Community,15,ES.NA,940.4983770370004,479.82714468785076,0.23468897901794614,0.00266089641030387,2.9694882186954445
ESP,Spain,ESP.10_1,Comunidad Valenciana,Valencia|Communauté de Valence|Comunidade Valenciana|Comunidad Valenciana|Comunitat Valenciana,,Comunidad Autónoma,Autonomous Community,10,ES.VC,499.7305352579999,427.86543092617853,0.03754922371670708,0.00011383932152453369,0.8941534100935473
ESP,Spain,ESP.11_1,Extremadura,Estremadura|Estrémadure,,Comunidad Autónoma,Autonomous Community,11,ES.EX,645.4742229300002,1878.218237997508,-0.6332445281049709,0.021935911156632848,-11.674532640889625
ESP,Spain,ESP.12_1,Galicia,Galice|Gal¡cia|Galicien|Galiza|Galizia,,Comunidad Autónoma,Autonomous Community,12,ES.GA,1252.5563620170003,-3022.619685775532,2.181430974090586,0.08563571608812348,20.724838720930663
ESP,Spain,ESP.13_1,Islas Baleares,Balearic Islands|Balearen|Balearene|Baleares|Islas Baleares|Baleari|Îles Baléares|Ilhas Baleares|Illes Balears,,Comunidad Autónoma,Autonomous Community,4,ES.PM,584.0769928640003,1772.8879674476289,-0.6056444565952144,0.031189810546400687,-12.339416072773144
ESP,Spain,ESP.14_1,Islas Canarias,Canarias|Canary Islands|Canárias|Ilhas Canárias|Canarie|Îles Canaries|Illes Canàries|Kanariøyene|Kanarische Inseln,,Comunidad Autónoma,Autonomous Community,5,ES.CN,292.9402575880001,944.6967799794049,-0.3346612004842617,0.014874835280714538,-13.594813900122174
ESP,Spain,ESP.15_1,La Rioja,Rioja,,Comunidad Autónoma,Autonomous Community,17,ES.LO,620.4555791399999,263.63861071373003,0.18330882395029208,0.004266262415952626,3.5157633815333442
ESP,Spain,ESP.16_1,País Vasco,Basque Country|Baskenland|Basque Autonomous Community|Basque Provinces|CAV|Comunidad Autonoma Vasca,,Comunidad Autónoma,Autonomous Community,16,ES.PV,1166.9364429339998,25.13676175366686,0.5835100051929928,0.012766895485014751,5.950426095476172
ESP,Spain,ESP.17_1,Principado de Asturias,Astúrias|Asturie|Asturien|Asturies|Astúries|Asturias,,Comunidad Autónoma,Autonomous Community,3,ES.AS,1228.691621212,1215.2276110502496,0.00653576778948854,2.16535854358213e-06,0.06329955812524754
ESP,Spain,ESP.18_1,Región de Murcia,Murcia|Região de Múrcia|Regió de Múrcia|Région de Murcie|Region of Murcia,,Comunidad Autónoma,Autonomous Community,14,ES.MU,321.87114414100006,517.981418166871,-0.09960454278450366,0.0013603992991539915,-3.6825110939934373
FRA,France,FRA.1_1,Auvergne-Rhône-Alpes,,,Région,Region,,FR.AR,1011.6387229569998,430.64835982337286,0.2963702881277594,0.005554125411619593,3.4862311501991066
FRA,France,FRA.2_1,Bourgogne-Franche-Comté,,,Région,Region,,FR.BF,997.464195398,65.64910212991049,0.4765386070075487,0.012269277994713446,5.685226045760078
FRA,France,FRA.3_1,Bretagne,,,Région,Region,,FR.BT,908.5737262560008,-1451.7387354440116,1.2078390617597212,0.09852431055316813,15.819613114027964
FRA,France,FRA.4_1,Centre-Val de Loire,,,Région,Region,,FR.CN,699.5758451910001,-520.8276072548933,0.624910517312349,0.03531343907549822,10.62991983948022
FRA,France,FRA.5_1,Corse,Corsica,,Région,Region,,FR.CE,890.134187883,2274.702969847444,-0.7093036867490389,0.03369222459021626,-9.482518464309358
FRA,France,FRA.6_1,Grand Est,,,Région,Region,,FR.AO,869.5854446259998,-170.72884077249694,0.531675167150691,0.018848956119529303,7.275805417619859
FRA,France,FRA.7_1,Hauts-de-France,,,Région,Region,,FR.NC,764.3708896260001,-113.22493315906547,0.44966445500569713,0.019320360843229745,7.000537418668568
FRA,France,FRA.8_1,Île-de-France,,,Région,Region,,FR.IF,662.990539375,-371.39606371271896,0.5296263482602194,0.027654069947201987,9.506249591793596
FRA,France,FRA.9_1,Normandie,,,Région,Region,,FR.ND,826.6120421140002,-492.5191508982334,0.6756159930800453,0.03433550810068331,9.726243882306937
FRA,France,FRA.10_1,Nouvelle-Aquitaine,,,Région,Region,,FR.AC,927.6740895669998,-270.7225183561603,0.6121148432566588,0.024403355559318607,7.8520751163312
FRA,France,FRA.11_1,Occitanie,,,Région,Region,,FR.LP,874.5919498319995,-121.86477849272183,0.509134665839624,0.01869639904188114,6.927462029184402
FRA,France,FRA.12_1,Pays de la Loire,,,Région,Region,,FR.PL,741.7930972790001,-590.2032084603334,0.6822422583869819,0.034903900275767064,10.94467298844589
FRA,France,FRA.13_1,Provence-Alpes-Côte d'Azur,,,Région,Region,,FR.PR,812.9554310999998,182.72312864170362,0.3217289879361914,0.004995849551934217,4.709452461939126
GBR,United Kingdom,GBR.1_1,England,,,Home Nation|Constituent Country,Kingdom,,,806.9506678019997,288.74335903425447,0.26617891652471143,0.009441806541750641,3.925307002064813
GBR,United Kingdom,GBR.2_1,Northern Ireland,Ulster,,Home Nation|Constituent Country,Province,,,1286.6413844599995,65.65889508104215,0.6260713050135311,0.02821842325786783,5.790462377197569
GBR,United Kingdom,GBR.3_1,Scotland,Alba,,Home Nation|Constituent Country,Kingdom,,,1096.746949198,1838.7332793379578,-0.37866305430636676,0.014328210828830401,-4.108596198549591
GBR,United Kingdom,GBR.4_1,Wales,Cymru,,Home Nation|Constituent Country,Principality,,,1291.8549256719998,365.162031700499,0.4747965930579687,0.01438295065256956,4.373617613797275
IDN,Indonesia,IDN.1_1,Aceh,,,Propinisi,Province,11,ID.AC,2594.6520145000004,1502.9883000212217,0.5638038481412905,0.006252384483795392,2.585805632272526
IDN,Indonesia,IDN.2_1,Bali,,,Propinisi,Province,51,ID.BA,2018.0940165099996,3847.389450776527,-0.9351061742771686,0.00555958430293213,-5.513996564511973
IDN,Indonesia,IDN.3_1,Bangka Belitung,,,Propinisi,Province,19,ID.BB,2879.3106617899994,3200.4739731689224,-0.1762131486113092,0.0001735264660847058,-0.7282772561856746
IDN,Indonesia,IDN.4_1,Banten,,,Propinisi,Province,36,ID.BT,3179.50776539,2023.7447625519153,0.590531604215924,0.0025378087826456452,2.210193089214714
IDN,Indonesia,IDN.5_1,Bengkulu,,,Propinisi,Province,17,ID.BE,2941.095885390002,8209.34221254109,-2.6973438713573565,0.043109590982542745,-10.913752329056132
IDN,Indonesia,IDN.6_1,Gorontalo,,,Propinisi,Province,75,ID.GO,1722.231113981,-3205.7012261631826,2.5392610178336423,0.04725663999400842,17.545383930715417
IDN,Indonesia,IDN.7_1,Jakarta Raya,,,Propinisi,Province,31,ID.JK,2246.3290593999996,-2266.054356601766,2.3146772593149123,0.06023784436005519,12.262076773918736
IDN,Indonesia,IDN.8_1,Jambi,,,Propinisi,Province,15,ID.JA,2535.4840363600006,3671.0315007970366,-0.5827479195200111,0.0036028621558942264,-2.735059713585793
IDN,Indonesia,IDN.9_1,Jawa Barat,,,Propinisi,Province,32,ID.JR,2887.0505497999998,3812.3487396655746,-0.46436704092009706,0.0014768274920644586,-1.9140530072575161
IDN,Indonesia,IDN.10_1,Jawa Tengah,,,Propinisi,Province,33,ID.JT,2680.92699098,6496.972394517163,-1.9472704892323032,0.02673707285906246,-8.64347253760678
IDN,Indonesia,IDN.11_1,Jawa Timur,,,Propinisi,Province,35,ID.JI,2109.20416196,2670.28958880359,-0.2807811693775819,0.0007045549594222322,-1.5841500675251328
IDN,Indonesia,IDN.12_1,Kalimantan Barat,,,Propinisi,Province,61,ID.KB,3525.585107070001,845.1879319220902,1.3753589710867402,0.01785392416001752,4.642285254470598
IDN,Indonesia,IDN.13_1,Kalimantan Selatan,,,Propinisi,Province,63,ID.KS,2593.2679493600003,8361.947725089589,-2.950911776057542,0.06531573242702982,-13.541157651584399
IDN,Indonesia,IDN.14_1,Kalimantan Tengah,,,Propinisi,Province,62,ID.KT,3076.1799581200003,2688.806635536106,0.2056101804158951,0.0003262952948129838,0.7953894701415596
IDN,Indonesia,IDN.15_1,Kalimantan Timur,,,Propinisi,Province,64,ID.KM,2735.1679252799995,703.8289725805448,1.0529606475858138,0.015702706385911203,4.581156275802869
IDN,Indonesia,IDN.16_1,Kepulauan Riau,,,Propinisi,Province,21,ID.KR,2479.3910700400006,5142.194689108104,-1.3654916346246975,0.025668376728372966,-6.553766627775967
IDN,Indonesia,IDN.17_1,Lampung,,,Propinisi,Province,18,ID.LA,2436.6980006400004,6068.421913900301,-1.8676744842828668,0.03494943953004337,-9.12108367845692
IDN,Indonesia,IDN.19_1,Maluku,,,Propinisi,Province,81,ID.MA,2309.0645935000002,3272.3573203819965,-0.4813107847172766,0.001140680100117697,-2.4804842420860544
IDN,Indonesia,IDN.18_1,Maluku Utara,,,Propinisi,Province,82,ID.MU,2028.5793216499994,-2099.7174980062673,2.116138754942316,0.024485567913760442,12.41363890238764
IDN,Indonesia,IDN.20_1,Nusa Tenggara Barat,,,Propinisi,Province,52,ID.NB,1423.6451072459997,1194.8758933475856,0.11185751335635945,0.0002115196503572614,0.9349973544429626
IDN,Indonesia,IDN.21_1,Nusa Tenggara Timur,,,Propinisi,Province,53,ID.NT,1567.0859103140006,-1608.560350789745,1.6279037373365617,0.04140960032594121,12.361833098495195
IDN,Indonesia,IDN.23_1,Papua,,,Propinisi,Province,94,ID.PA,3275.784639170001,-375.96091858111413,1.8912107426648628,0.03322687778891298,6.870234254292782
IDN,Indonesia,IDN.22_1,Papua Barat,,,Propinisi,Province,91,ID.IB,3182.4480983800017,4951.73193869392,-0.9022384139794906,0.0037680826568977643,-3.3737037634082174
IDN,Indonesia,IDN.24_1,Riau,,,Propinisi,Province,14,ID.RI,2499.8486925899997,843.0559744318468,0.8615923862056688,0.011381817903239222,4.101427988917506
IDN,Indonesia,IDN.25_1,Sulawesi Barat,,,Propinisi,Province,76,ID.SR,2372.30693356,4155.88623877026,-0.914390240343256,0.007759867141604482,-4.586777413222756
IDN,Indonesia,IDN.26_1,Sulawesi Selatan,,,Propinisi,Province,73,ID.SE,2808.3264500799983,3255.5616123694626,-0.23446573323600622,0.0003945328548052851,-0.9935248893265217
IDN,Indonesia,IDN.27_1,Sulawesi Tengah,,,Propinisi,Province,72,ID.ST,2033.60875183,-985.6687125964968,1.5522127483406924,0.03610379411248987,9.083031182193867
IDN,Indonesia,IDN.28_1,Sulawesi Tenggara,,,Propinisi,Province,74,ID.SG,1980.6581051430005,-1563.9327636687228,1.8274536864983622,0.023694536205536743,10.979531910561834
IDN,Indonesia,IDN.29_1,Sulawesi Utara,,,Propinisi,Province,71,ID.SW,2343.5156032899995,-2012.9176928215375,2.2350579166856583,0.028748591297813042,11.349269094355611
IDN,Indonesia,IDN.30_1,Sumatera Barat,,,Propinisi,Province,13,ID.SB,3233.922680270002,1278.2540651313236,1.0024416856644338,0.006424136149570048,3.6887264287997135
IDN,Indonesia,IDN.31_1,Sumatera Selatan,,,Propinisi,Province,16,ID.SL,2753.5262951400005,4863.234897843042,-1.0752084886697049,0.011282979662116444,-4.646761876853237
IDN,Indonesia,IDN.32_1,Sumatera Utara,,,Propinisi,Province,12,ID.SU,2702.5578859799994,897.4816523345662,0.9355628405212941,0.010757310949993881,4.119503918846234
IDN,Indonesia,IDN.33_1,Yogyakarta,,,Propinisi,Province,34,ID.YO,2080.005280210001,4773.471235472154,-1.3730307438826375,0.014339828693276102,-7.855300180081161
IND,India,IND.1_1,Andaman and Nicobar,Andaman & Nicobar Islands|Andaman et Nicobar|Iihas de Andama e Nicobar|Inseln Andamanen und Nikobare,,Union Territor,Union Territory,,IN.AN,872.8845156529999,30.46433761888568,0.43163397989175345,0.011066700537945562,5.884448937519898
IND,India,IND.2_1,Andhra Pradesh,,,State,State,,IN.AP,2793.69454989,3811.1706671394386,-0.5280514837060248,0.0037378003832041484,-2.2492840730741723
IND,India,IND.3_1,Arunachal Pradesh,Agence de la Frontière du Nord-Est(French-obsolete)|North East Frontier Agency,,State,State,,IN.AR,2480.5104552600005,5386.037792499215,-1.501163611251958,0.044385240004587656,-7.201681789333906
IND,India,IND.4_1,Assam,,,State,State,,IN.AS,1230.4856113279998,3150.8749535622565,-0.9911688557876372,0.0309145908320273,-9.585572781418584
IND,India,IND.5_1,Bihar,,,State,State,,IN.BR,1403.3394542120004,2707.774486376983,-0.6666515554693064,0.015768789495259727,-5.6530538539867035
IND,India,IND.6_1,Chandigarh,,,Union Territor,Union Territory,,IN.CH,3097.5569811099995,-4139.715598266201,3.697111670153824,0.07825069527594986,14.203331574893197
IND,India,IND.7_1,Chhattisgarh,,,State,State,,IN.CT,687.982639341,-1674.1677771352101,1.2167511971136598,0.036607932782505626,21.046082295800254
IND,India,IND.8_1,Dadra and Nagar Haveli,DAdra et Nagar Haveli|Dadra e Nagar Haveli,,Union Territor,Union Territory,,IN.DN,558.3317554510002,-151.7490371337136,0.36299774994302825,0.007669185225086528,7.736750027468455
IND,India,IND.9_1,Daman and Diu,,,Union Territor,Union Territory,,IN.DD,649.4868699440002,-235.08357733641935,0.44947719806651476,0.014480908521842029,8.235391513692502
IND,India,IND.10_1,Goa,Gôa,,State,State,,IN.GA,1351.6373265510003,2339.443484018744,-0.510735612860704,0.00895099974532898,-4.496586231863766
IND,India,IND.11_1,Gujarat,Goudjerate|Gujerat|Gujerate,,State,State,,IN.GJ,1167.5428216090002,851.4123920898305,0.15679363351659306,0.0013402597194388521,1.5980949086527914
IND,India,IND.12_1,Haryana,,,State,State,,IN.HR,2903.9521725200007,7445.102866444524,-2.3279958261786073,0.04736735074405862,-9.539809434080693
IND,India,IND.13_1,Himachal Pradesh,,,Union Territor,Union Territory,,IN.HP,1073.1612648880002,982.3684891982771,0.044518114993590464,7.374649803626454e-05,0.49364954341602624
IND,India,IND.14_1,Jammu and Kashmir,,,State,State,,IN.JK,1183.2747586330001,-951.4911543869393,1.092298307547358,0.046409757741648905,10.985064766217224
IND,India,IND.15_1,Jharkhand,Vananchal,,State,State,,IN.JH,2199.818739719999,3292.8303450874537,-0.571027835621707,0.007431255555490512,-3.088995980079356
IND,India,IND.16_1,Karnataka,Maisur|Mysore,,State,State,,IN.KA,3841.964790399999,5075.036884060248,-0.6564646623913969,0.0014258925130919975,-2.033316260986426
IND,India,IND.17_1,Kerala,,,State,State,,IN.KL,2802.57940619,54.5357386849455,1.3986483031619423,0.022563701158121563,5.93878438229655
IND,India,IND.18_1,Lakshadweep,Íles Laquedives|Laccadive|Minicoy and Amindivi Islands|Laccadives|Lackadiverna|Lakkadiven|Lakkadi,,Union Territor,Union Territory,,IN.LD,2438.8898521799993,3478.924577748897,-0.5429844645563314,0.005185884467950874,-2.6493673432790437
IND,India,IND.19_1,Madhya Pradesh,,,State,State,,IN.MP,1471.0252153899999,1519.56749925908,-0.023218166180031263,2.1788505657482915e-05,-0.1878255890189619
